Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,1.8,5.1,0.0,,,,80
2,3.0,10.1,0.0,,,40,80
3,4.0,14.9,246.5,23,380,50,80
4,5.0,20.2,246.5,23,380,50,80
5,6.0,25.9,197.1,46,457,62,80
6,7.0,31.8,197.1,46,457,62,80
7,7.8,36.5,171.2,70,540,68,80
8,8.8,42.8,161.2,84,587,71,81
9,9.5,47.6,161.2,84,587,71,81
10,10.3,52.3,161.2,84,587,71,81
11,11.0,57.3,156.7,91,613,72,82
12,12.0,63.9,156.7,91,613,72,83
13,12.8,69.0,152.0,100,643,75,84
14,13.5,74.1,152.0,100,643,75,84
15,14.3,79.3,147.5,109,675,77,84
16,15.0,84.5,147.5,109,675,77,85
17,15.8,89.7,144.4,116,700,78,85
18,16.5,95.1,144.4,116,700,78,85
19,17.3,100.4,142.4,121,717,80,86
20,18.0,105.8,142.4,121,717,80,86
21,18.8,111.2,139.8,128,740,81,86
22,19.5,116.6,139.8,128,740,81,86
23,20.3,121.9,139.5,129,743,81,87
24,21.0,127.4,139.5,129,743,81,87
25,21.8,132.9,138.9,131,749,81,88
26,22.5,138.2,138.9,131,749,81,88
27,23.3,143.7,138.7,131,751,81,88
28,24.0,149.0,138.7,131,751,81,89
29,24.8,154.4,139.1,130,747,80,90
30,25.5,159.7,139.1,130,747,80,90
31,26.3,165.1,141.5,124,725,79,91
32,27.0,170.5,141.5,124,725,79,91
33,27.8,175.9,139.4,129,744,81,92
34,28.5,181.5,139.4,129,744,81,92
35,29.3,186.9,137.7,134,761,82,93
36,30.0,192.4,137.7,134,761,82,94
37,30.8,198.0,136.4,138,774,82,95
38,31.3,201.7,136.4,138,774,82,95
39,32.0,207.1,136.5,138,773,83,96
40,32.8,212.7,136.5,138,773,83,97
41,33.5,218.3,136.1,139,777,83,97
42,34.3,223.7,136.1,139,777,83,98
43,35.0,229.3,136.1,139,777,83,99
44,35.8,234.8,136.1,139,777,83,100
45,36.5,240.4,136.4,138,774,83,100
46,37.3,245.8,136.4,138,774,83,100
47,38.0,251.3,136.3,138,775,83,102
48,38.8,256.9,136.7,137,771,82,102
49,39.3,260.5,136.7,137,771,82,102
50,40.0,266.0,136.7,137,771,82,103
51,40.8,271.6,136.5,138,773,83,103
52,41.5,277.0,136.5,138,773,83,103
53,42.3,282.6,136.1,139,777,83,103
54,43.0,288.1,136.1,139,777,83,104
55,43.8,293.7,136.0,139,778,83,104
56,44.5,299.2,136.0,139,778,83,104
57,45.3,304.8,135.6,140,783,84,104
58,46.0,310.3,135.7,140,782,82,104
59,46.8,315.7,135.7,140,782,82,104
60,47.3,319.4,135.7,140,782,82,104
61,48.0,324.8,138.3,132,755,81,104
62,48.8,330.2,138.3,132,755,81,104
63,49.5,335.5,139.6,129,742,80,104
64,50.3,340.8,139.6,129,742,80,104
65,51.0,346.2,141.4,124,726,80,104
66,51.8,351.5,141.4,124,726,80,105
67,52.5,356.9,140.3,127,736,79,105
68,53.3,362.2,140.3,127,736,79,105
69,54.0,367.6,141.3,124,726,80,105
70,54.8,372.9,141.3,124,726,80,106
71,55.5,378.3,140.3,127,736,80,106
72,56.3,383.8,140.3,127,736,80,106
73,57.0,389.2,138.7,131,751,81,106
74,57.8,394.7,138.7,131,751,81,107
75,58.5,400.3,137.3,135,765,82,107
76,59.3,405.7,137.3,135,765,82,107
77,60.0,411.2,136.2,139,776,82,107
78,60.8,416.6,136.2,139,776,82,108
79,61.5,422.1,138.5,132,753,82,108
80,62.3,427.6,138.5,132,753,82,108
81,63.0,433.1,136.8,137,770,82,109
82,63.8,438.6,136.8,137,770,82,110
83,64.5,444.2,136.2,139,776,83,110
84,65.0,447.9,136.2,139,776,83,110
85,65.8,453.4,136.2,139,776,83,111
86,66.5,459.0,136.2,139,776,83,111
87,67.3,464.6,135.3,141,786,83,111
88,68.0,470.2,135.3,141,786,83,112
89,68.8,475.7,134.9,143,790,84,112
90,69.5,481.4,134.9,143,790,84,112
91,70.3,487.0,133.7,146,804,84,112
92,70.8,490.8,133.7,146,804,84,113
93,71.5,496.5,132.9,149,813,84,113
94,72.3,502.2,132.9,149,813,84,114
95,73.0,507.7,133.3,148,808,84,114
96,73.8,513.4,133.3,148,808,84,115
97,74.5,519.2,132.3,151,820,85,115
98,75.0,523.0,132.3,151,820,85,115
99,75.8,528.6,132.1,152,822,85,116
100,76.5,534.3,132.1,152,822,85,116
101,77.3,539.9,133.6,147,805,83,116
102,78.0,545.5,133.6,147,805,83,117
103,78.8,551.1,133.5,147,806,84,118
104,79.3,554.9,133.5,147,806,84,118
105,80.0,560.5,133.6,147,805,84,118
106,80.8,566.2,133.6,147,805,84,118
107,81.5,571.8,133.9,146,801,84,118
108,82.3,577.4,133.9,146,801,84,118
109,83.0,583.0,133.8,146,802,84,118
110,83.8,588.7,133.5,147,806,85,118
111,84.3,592.5,133.5,147,806,85,118
112,85.0,598.2,133.5,147,806,85,118
113,85.8,603.8,132.3,151,820,85,118
114,86.5,609.4,132.3,151,820,85,118
115,87.3,615.1,133.0,149,812,85,118
116,88.0,620.8,132.4,151,818,85,118
117,88.5,624.6,132.4,151,818,85,118
118,89.3,630.3,132.4,151,818,85,118
119,90.0,636.0,132.4,151,818,85,118
120,90.8,641.8,132.4,151,818,85,118
121,91.5,647.6,130.7,157,839,86,118
122,92.0,651.4,130.7,157,839,86,118
123,92.8,657.2,130.6,157,840,86,119
124,93.5,663.0,130.6,157,840,86,119
125,94.3,668.8,130.2,159,845,87,119
126,94.8,672.7,130.2,159,845,87,119
127,95.5,678.5,128.9,163,862,87,119
128,96.3,684.3,128.9,163,862,87,119
129,97.0,690.2,129.6,161,853,87,119
130,97.5,694.0,129.6,161,853,87,119
131,98.3,699.8,129.5,161,854,86,119
132,99.0,705.6,129.5,161,854,86,119
133,99.8,711.3,130.6,157,840,86,119
134,100.5,716.9,130.6,157,840,86,119
135,101.0,720.7,131.7,153,827,85,119
136,101.8,726.4,131.7,153,827,85,119
137,102.5,732.1,132.2,151,821,85,119
138,103.3,737.8,132.2,151,821,85,119
139,104.0,743.5,132.3,151,820,85,119
140,104.8,749.2,132.2,151,821,85,119
141,105.3,753.0,132.2,151,821,85,119
142,106.0,758.7,132.2,151,821,85,119
143,106.8,764.3,132.5,150,817,85,119
144,107.5,770.1,132.5,150,817,85,119
145,108.3,775.8,131.8,153,826,85,119
146,109.0,781.5,132.4,151,818,84,119
147,109.5,785.2,132.4,151,818,84,119
148,110.3,790.9,132.4,151,818,84,119
149,111.0,796.6,133.2,148,809,86,119
150,111.8,802.3,133.2,148,809,86,119
151,112.5,808.1,131.7,153,827,86,119
152,113.0,811.9,131.7,153,827,86,119
153,113.8,817.7,130.9,156,837,86,119
154,114.5,823.3,130.9,156,837,86,119
155,115.3,829.1,130.9,156,837,86,119
156,116.0,834.8,131.6,154,828,85,119
157,116.5,838.6,131.6,154,828,85,119
158,117.3,844.3,131.6,154,828,85,119
159,118.0,850.0,131.9,153,824,85,119
160,118.8,855.8,131.9,153,824,85,119
161,119.5,861.5,131.6,154,828,86,119
162,120.0,865.4,131.6,154,828,86,120
163,120.8,871.1,130.7,157,839,86,120
164,121.5,876.9,130.7,157,839,86,120
165,122.3,882.8,129.9,160,849,87,120
166,122.8,886.7,129.9,160,849,87,121
167,123.5,892.5,128.6,165,866,87,121
168,124.3,898.3,128.6,165,866,87,121
169,125.0,904.1,129.2,162,858,87,121
170,125.8,909.9,130.1,159,847,86,121
171,126.3,913.8,130.1,159,847,86,121
172,127.0,919.6,130.1,159,847,86,121
173,127.8,925.3,130.0,159,848,86,121
174,128.5,931.1,130.0,159,848,86,121
175,129.0,934.9,130.5,157,841,86,122
176,129.8,940.7,130.5,157,841,86,122
177,130.5,946.3,131.1,155,834,85,122
178,131.3,952.0,131.1,155,834,85,122
179,132.0,957.8,131.6,154,828,85,122
180,132.5,961.6,131.6,154,828,85,122
181,133.3,967.3,131.7,153,827,85,122
182,134.0,973.1,131.7,153,827,85,122
183,134.8,978.8,131.4,154,830,85,122
184,135.5,984.5,131.4,154,830,85,122
185,136.0,988.4,131.3,155,832,85,122
186,136.8,994.1,131.3,155,832,85,122
187,137.5,999.8,131.5,154,829,84,122
188,138.3,1005.3,131.5,154,829,84,122
189,139.0,1011.0,133.0,149,812,84,122
190,139.8,1016.8,131.2,155,833,86,122
191,140.3,1020.7,131.2,155,833,86,122
192,141.0,1026.5,131.2,155,833,86,122
193,141.8,1032.4,129.2,162,858,87,122
194,142.5,1038.2,129.3,162,857,87,122
195,143.0,1042.0,129.3,162,857,87,122
196,143.8,1047.7,129.3,162,857,87,122
197,144.5,1053.4,131.1,155,834,85,122
198,145.3,1059.1,131.1,155,834,85,122
199,146.0,1064.7,133.7,146,804,84,122
200,146.8,1070.4,133.5,147,806,85,122
201,147.3,1074.1,133.5,147,806,85,122
202,148.0,1079.8,133.5,147,806,85,122
203,148.8,1085.6,130.9,156,837,87,122
204,149.5,1091.4,130.9,156,837,87,122
205,150.3,1097.2,130.1,159,847,86,122
206,150.8,1101.0,130.1,159,847,86,122
207,151.5,1106.8,130.5,157,841,86,122
208,152.3,1112.5,130.5,157,841,86,122
209,153.0,1118.3,130.9,156,837,86,122
210,153.5,1122.2,130.9,156,837,86,122
211,154.3,1127.9,130.5,157,841,86,122
212,155.0,1133.8,130.5,157,841,86,122
213,155.8,1139.6,129.5,161,854,88,123
214,156.5,1145.4,130.1,159,847,86,123
215,157.0,1149.2,130.1,159,847,86,123
216,157.8,1154.9,130.1,159,847,86,123
217,158.5,1160.6,132.1,152,822,85,123
218,159.3,1166.3,132.1,152,822,85,123
219,160.0,1171.9,131.5,154,829,86,123
220,160.5,1175.9,131.5,154,829,86,123
221,161.3,1181.7,130.6,157,840,87,124
222,162.0,1187.5,130.6,157,840,87,124
223,162.8,1193.4,129.5,161,854,87,124
224,163.3,1197.3,129.5,161,854,87,124
225,164.0,1203.1,129.0,163,861,87,124
226,164.8,1208.9,129.0,163,861,87,125
227,165.5,1214.9,129.2,162,858,88,125
228,166.0,1219.0,129.2,162,858,88,125
