Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,1.9,15.1,128.8,164,863,87,134
2,2.6,20.9,128.8,164,863,87,134
3,3.4,26.8,128.6,165,866,87,134
4,3.9,30.7,128.6,165,866,87,134
5,4.6,36.6,128.1,167,873,87,134
6,5.4,42.7,125.7,176,906,89,134
7,5.9,46.7,125.7,176,906,89,134
8,6.6,52.6,125.7,176,906,89,134
9,7.4,58.5,126.7,172,892,88,134
10,7.9,62.3,126.7,172,892,88,134
11,8.6,68.1,128.8,164,863,86,133
12,9.4,73.9,128.8,164,863,86,133
13,10.1,79.7,130.4,158,843,86,133
14,10.9,85.4,130.4,158,843,86,133
15,11.4,89.2,131.2,155,833,85,133
16,12.1,94.9,131.2,155,833,85,133
17,12.9,100.5,132.2,151,821,85,133
18,13.6,106.2,132.2,151,821,85,133
19,14.4,111.8,132.8,149,814,84,133
20,15.1,117.5,132.8,149,814,84,133
21,15.7,121.3,133.9,146,801,84,134
22,16.4,126.9,133.9,146,801,84,134
23,17.2,132.7,132.8,149,814,85,134
24,17.9,138.2,132.8,149,814,85,134
25,18.6,143.9,132.3,151,820,85,134
26,19.4,149.7,132.3,151,820,85,134
27,19.9,153.5,132.3,151,820,85,134
28,20.6,159.2,132.3,151,820,85,134
29,21.4,164.9,131.7,153,827,86,134
30,22.1,170.6,131.7,153,827,86,134
31,22.9,176.3,132.2,151,821,85,134
32,23.6,181.9,132.3,151,820,86,134
33,24.1,185.7,132.3,151,820,86,134
34,24.9,191.5,132.3,151,820,86,134
35,25.6,197.3,130.5,157,841,87,134
36,26.4,203.1,130.5,157,841,87,134
37,26.9,206.9,130.3,158,844,86,134
38,27.6,212.6,130.3,158,844,86,134
39,28.4,218.2,132.3,151,820,84,134
40,29.1,223.9,132.3,151,820,84,134
41,29.9,229.5,133.7,146,804,84,134
42,30.6,235.0,133.7,146,804,84,134
43,31.4,240.7,134.1,145,799,84,134
44,31.9,244.5,134.1,145,799,84,134
45,32.6,250.2,132.9,149,813,85,134
46,33.4,255.9,132.9,149,813,85,134
47,34.1,261.6,131.8,153,826,85,134
48,34.9,267.3,131.8,153,826,85,134
49,35.7,273.1,132.1,152,822,85,135
50,36.1,276.8,132.1,152,822,85,135
51,36.9,282.5,132.1,152,822,85,135
52,37.6,288.4,132.1,152,822,85,135
53,38.4,294.2,129.3,162,857,88,135
54,38.9,298.3,129.3,162,857,88,135
55,39.6,304.1,128.4,165,869,87,135
56,40.4,309.9,128.4,165,869,87,135
57,41.1,315.7,129.3,162,857,87,135
58,41.6,319.6,129.3,162,857,87,136
59,42.4,325.4,129.4,162,855,87,136
60,43.1,331.3,129.4,162,855,87,136
61,43.9,337.1,128.6,165,866,88,136
62,44.4,341.0,128.6,165,866,88,136
63,45.1,346.9,128.4,165,869,87,136
64,45.9,352.7,128.4,165,869,87,136
65,46.6,358.5,129.3,162,857,87,136
66,47.1,362.3,129.3,162,857,87,136
67,47.9,368.1,129.8,160,850,87,136
68,48.6,373.9,129.8,160,850,87,137
69,49.4,379.7,130.1,159,847,87,137
70,49.9,383.6,130.1,159,847,87,137
71,50.6,389.4,129.5,161,854,87,137
72,51.4,395.2,129.5,161,854,87,137
73,52.1,401.1,129.2,162,858,88,137
74,52.6,405.0,129.2,162,858,88,137
75,53.4,410.8,128.5,165,867,88,137
76,54.1,416.7,128.5,165,867,88,137
77,54.9,422.5,128.7,164,865,87,137
78,55.4,426.4,128.7,164,865,87,137
79,56.1,432.2,129.2,162,858,87,137
80,56.9,438.1,129.2,162,858,87,137
81,57.6,444.0,128.3,166,870,88,137
82,58.1,447.9,128.3,166,870,88,137
83,58.9,453.7,128.1,167,873,87,137
84,59.6,459.6,128.1,167,873,87,137
85,60.4,465.5,128.8,164,863,88,138
86,60.9,469.4,128.8,164,863,88,138
87,61.6,475.5,126.6,172,893,89,138
88,62.4,481.5,126.6,172,893,89,138
89,62.9,485.4,125.9,175,903,89,138
90,63.6,491.4,125.9,175,903,89,137
91,64.4,497.5,125.4,177,910,89,137
92,64.9,501.5,125.4,177,910,89,137
93,65.6,507.7,123.3,187,942,92,137
94,66.4,513.8,123.1,188,945,91,137
95,66.9,517.9,123.1,188,945,91,137
96,67.6,524.0,123.1,188,945,91,137
97,68.4,529.9,124.0,184,931,89,137
98,68.9,533.9,124.0,184,931,89,137
99,69.6,539.8,126.7,172,892,88,137
100,70.4,545.6,126.7,172,892,88,136
101,71.1,551.3,128.7,164,865,86,136
102,71.6,555.2,128.7,164,865,86,136
103,72.4,560.9,131.1,155,834,85,136
104,73.1,566.6,131.1,155,834,85,136
105,73.9,572.3,131.4,154,830,86,137
106,74.6,578.0,131.9,153,824,84,137
107,75.1,581.7,131.9,153,824,84,137
108,75.9,587.5,131.9,153,824,84,137
109,76.6,593.2,132.4,151,818,85,137
110,77.4,599.0,132.4,151,818,85,137
111,77.9,602.9,131.0,156,835,86,137
112,78.6,608.7,131.0,156,835,86,137
113,79.4,614.5,129.2,162,858,87,137
114,80.1,620.2,129.2,162,858,87,137
115,80.9,626.0,130.8,156,838,85,137
116,81.4,629.9,130.8,156,838,85,137
117,82.1,635.7,130.5,157,841,87,137
118,82.9,641.6,130.5,157,841,87,137
119,83.6,647.3,128.3,166,870,87,137
120,84.1,651.2,128.3,166,870,87,137
121,84.9,657.2,129.1,163,859,88,137
122,85.6,663.1,129.1,163,859,88,137
123,86.1,667.1,126.5,173,895,90,137
124,86.9,673.3,126.5,173,895,90,137
125,87.6,679.1,125.2,178,913,90,137
126,88.1,683.1,125.2,178,913,90,137
127,88.9,689.2,125.3,178,912,90,138
128,89.6,695.1,125.3,178,912,90,138
129,90.4,701.2,125.4,177,910,90,138
130,90.9,705.1,125.4,177,910,90,138
131,91.6,710.9,126.3,174,897,89,138
132,92.4,716.8,126.3,174,897,89,138
133,92.9,720.8,128.3,166,870,87,138
134,93.6,726.4,128.3,166,870,87,138
135,94.4,732.3,130.0,159,848,86,138
136,95.1,737.9,130.0,159,848,86,138
137,95.9,743.8,130.7,157,839,86,138
138,96.4,747.6,130.7,157,839,86,138
139,97.1,753.3,130.8,156,838,86,138
140,97.9,759.2,130.8,156,838,86,138
141,98.6,764.9,130.6,157,840,87,139
142,99.1,768.7,130.6,157,840,87,139
143,99.9,774.7,129.7,160,852,87,139
144,100.6,780.5,129.7,160,852,87,139
145,101.4,786.4,128.0,167,874,88,139
146,101.9,790.3,128.0,167,874,88,139
147,102.6,796.1,128.2,166,871,88,139
148,103.4,802.0,128.2,166,871,88,139
149,104.1,807.7,129.3,162,857,87,139
150,104.6,811.6,129.3,162,857,87,139
151,105.4,817.5,129.1,163,859,87,139
152,106.1,823.2,129.1,163,859,87,139
153,106.9,829.1,129.4,162,855,87,140
154,107.6,834.8,130.0,159,848,86,140
155,108.1,838.7,130.0,159,848,86,140
156,108.9,844.7,130.0,159,848,86,140
157,109.6,850.5,128.6,165,866,88,141
158,110.1,854.4,128.6,165,866,88,141
159,110.9,860.5,127.9,167,875,88,141
160,111.6,866.3,127.9,167,875,88,141
161,112.4,872.4,126.5,173,895,89,142
162,112.9,876.4,126.5,173,895,89,142
163,113.6,882.2,125.6,177,907,89,142
164,114.4,888.3,125.8,176,905,89,142
165,114.9,892.4,125.8,176,905,89,142
166,115.6,898.2,125.8,176,905,89,143
167,116.4,904.2,126.4,173,896,89,143
168,116.9,908.2,126.4,173,896,89,143
169,117.6,914.0,126.3,174,897,89,143
170,118.4,920.0,126.3,174,897,89,143
171,119.1,925.8,127.1,170,886,88,143
172,119.6,929.8,127.1,170,886,88,144
173,120.4,935.8,127.3,170,883,88,144
174,121.1,941.9,125.1,179,915,91,144
175,121.6,945.9,125.1,179,915,91,144
176,122.4,951.9,125.1,179,915,91,145
177,123.1,957.8,125.0,179,916,90,145
178,123.6,961.8,125.0,179,916,90,145
179,124.4,967.8,126.3,174,897,89,145
180,125.1,973.6,126.3,174,897,89,145
181,125.6,977.5,127.4,169,882,88,145
182,126.4,983.6,127.4,169,882,88,145
183,127.1,989.5,127.0,171,888,89,145
184,127.9,995.5,125.9,175,903,90,145
185,128.4,999.5,125.9,175,903,90,145
186,129.1,1005.4,125.9,175,903,90,145
187,129.9,1011.4,125.9,175,903,89,145
188,130.4,1015.5,125.9,175,903,89,145
189,131.1,1021.4,126.0,175,902,89,145
190,131.9,1027.5,124.7,180,921,91,145
191,132.4,1031.5,124.7,180,921,91,145
192,133.1,1037.5,124.7,180,921,91,145
193,133.9,1043.7,124.2,183,928,90,145
194,134.4,1047.7,124.2,183,928,90,145
195,135.1,1053.6,124.4,182,925,90,145
196,135.9,1059.7,124.8,180,919,90,145
197,136.4,1063.7,124.8,180,919,90,145
198,137.1,1069.8,124.8,180,919,90,145
199,137.6,1073.8,124.1,183,930,91,145
200,138.4,1079.9,124.1,183,930,91,145
201,139.1,1085.7,125.6,177,907,88,145
202,139.9,1091.6,125.6,177,907,88,145
203,140.4,1095.6,127.6,168,879,88,145
204,141.1,1101.3,127.6,168,879,88,145
