Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
138,7.2,74.7,83.8,595,2346,97,138
139,8.7,92.9,83.8,595,2346,96,139
140,9.7,104.7,84.5,580,2296,95,140
141,11.1,122.1,85.5,560,2227,94,141
142,12.7,139.9,86.0,550,2193,94,142
143,13.7,151.4,86.2,546,2180,94,142
144,15.2,168.9,86.3,545,2174,95,143
145,16.2,180.8,85.8,554,2207,95,144
146,17.7,198.4,85.3,564,2240,96,144
147,18.7,210.1,85.8,554,2207,94,145
148,20.2,227.6,86.6,539,2154,95,147
149,21.1,238.8,86.7,537,2148,93,148
150,22.7,256.3,87.4,524,2104,93,149
151,23.7,267.7,88.3,508,2049,92,150
152,25.1,284.1,90.1,479,1946,88,151
153,26.7,300.6,92.3,445,1831,87,152
154,28.2,316.5,93.7,425,1764,86,154
155,29.1,326.9,95.6,401,1678,84,156
156,30.7,342.6,96.7,387,1632,84,157
157,32.2,358.4,95.3,404,1691,84,159
158,33.7,373.3,99.8,352,1511,79,160
159,35.1,388.5,99.9,351,1508,84,162
160,36.7,404.1,97.3,380,1607,83,163
161,38.2,419.5,97.3,380,1607,83,164
162,39.7,435.0,97.1,382,1615,83,165
163,41.1,449.6,100.4,346,1490,80,166
164,42.7,464.1,103.9,312,1373,78,167
165,44.2,478.5,105.2,301,1334,78,168
166,2.4,16.6,129.2,162,858,73,145
167,3.9,31.9,100.2,348,1497,86,145
168,5.4,48.6,90.9,466,1903,91,145
169,6.4,60.0,88.4,507,2043,92,145
170,7.9,77.0,88.6,503,2031,93,145
171,9.4,94.1,88.4,507,2043,92,145
172,10.4,105.6,88.2,510,2055,93,145
173,11.9,122.8,87.3,526,2110,94,146
174,12.9,134.6,86.1,548,2187,95,147
175,14.4,152.0,86.3,545,2174,94,147
176,15.4,163.6,86.6,539,2154,93,148
177,16.9,180.9,87.0,532,2129,93,150
178,18.4,198.0,88.0,514,2067,92,151
179,19.4,209.5,87.8,517,2079,91,152
180,20.9,226.3,89.1,495,2002,91,153
181,22.4,242.8,90.6,471,1919,89,155
182,23.4,253.5,93.0,435,1797,85,156
183,24.9,269.2,95.9,397,1665,86,157
184,26.4,285.1,94.8,411,1713,85,158
185,27.9,300.1,99.3,357,1530,80,159
186,29.4,315.1,100.4,346,1490,84,159
187,30.9,330.1,100.4,346,1490,85,161
188,31.9,339.7,103.0,320,1402,85,162
189,33.4,354.5,102.2,328,1428,86,163
190,34.9,369.2,102.9,321,1405,86,164
191,36.4,383.6,103.5,316,1386,83,165
192,37.9,397.7,107.0,286,1283,81,166
193,39.4,411.8,106.6,289,1294,82,167
194,40.9,425.5,108.8,272,1235,78,168
195,42.4,438.9,111.4,253,1171,78,169
196,43.9,451.6,118.0,213,1033,72,169
