Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,1.6,4.8,0.0,,,,84
2,2.9,10.6,0.0,,,42,85
3,3.9,16.1,227.0,30,402,55,85
4,4.9,22.4,227.0,30,402,55,85
5,5.6,27.4,169.1,72,549,68,85
6,6.4,32.6,169.1,72,549,68,85
7,7.4,39.8,146.7,111,681,74,86
8,8.1,45.3,146.7,111,681,74,86
9,8.9,51.0,136.8,137,770,79,87
10,9.6,56.9,136.8,137,770,79,88
11,10.4,62.7,131.0,156,835,81,88
12,11.1,68.5,128.5,165,867,82,89
13,11.6,72.5,128.5,165,867,82,90
14,12.4,78.5,128.5,165,867,82,90
15,13.1,84.5,126.3,174,897,84,91
16,13.9,90.5,126.3,174,897,84,92
17,14.6,96.7,125.1,179,915,85,93
18,15.1,100.8,125.1,179,915,85,93
19,15.9,106.9,122.9,189,948,85,93
20,16.6,113.1,122.9,189,948,85,94
21,17.4,119.1,122.8,189,950,86,94
22,18.1,125.3,122.8,189,950,86,95
23,18.6,129.3,123.0,188,947,86,96
24,19.4,135.4,123.0,188,947,86,96
25,20.1,141.6,123.4,186,941,85,97
26,20.9,147.6,123.4,186,941,85,97
27,21.6,153.8,123.1,188,945,86,98
28,22.1,158.0,123.1,188,945,86,98
29,22.9,164.1,121.7,194,968,87,99
30,23.6,170.6,121.7,194,968,87,100
31,24.4,177.0,119.8,204,1000,89,100
32,24.9,181.1,119.8,204,1000,89,101
33,25.6,187.7,118.0,213,1033,90,102
34,26.1,191.9,118.0,213,1033,90,102
35,26.9,198.5,116.2,223,1067,92,102
36,27.6,205.1,116.2,223,1067,92,103
37,28.2,209.5,114.6,233,1100,92,103
38,28.9,215.9,114.6,233,1100,92,104
39,29.7,222.6,114.9,231,1094,92,105
40,30.1,226.9,114.9,231,1094,92,105
41,30.9,233.1,115.8,225,1075,91,106
42,31.4,237.7,115.8,225,1075,91,106
43,32.1,244.2,116.1,224,1069,92,107
44,32.9,250.6,116.1,224,1069,92,108
45,33.4,255.1,114.6,233,1100,93,108
46,34.1,261.8,114.6,233,1100,93,109
47,34.6,266.2,114.1,236,1110,93,110
48,35.4,272.9,114.1,236,1110,93,110
