Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,1.7,6.1,0.0,,,,68
2,2.7,11.5,0.0,,,43,69
3,3.7,17.7,185.5,55,488,57,69
4,4.7,24.5,185.5,55,488,57,69
5,5.5,30.0,151.8,100,644,68,69
6,6.5,37.4,137.6,134,762,71,70
7,7.2,42.9,137.6,134,762,71,70
8,8.0,48.8,137.6,134,762,71,70
9,8.7,54.5,132.0,152,823,74,70
10,9.7,62.4,128.7,164,865,75,71
11,10.5,68.3,128.7,164,865,75,71
12,11.2,74.4,128.7,164,865,75,72
13,12.0,80.3,125.8,176,905,77,72
14,12.7,86.4,125.8,176,905,77,73
15,13.5,92.5,124.1,183,930,77,74
16,14.2,98.5,124.1,183,930,77,75
17,15.0,104.6,124.4,182,925,77,76
18,15.7,110.6,124.4,182,925,77,76
19,16.5,116.7,125.3,178,912,77,77
20,17.5,124.7,123.8,184,934,78,78
21,18.2,130.8,123.8,184,934,78,79
22,19.0,136.9,123.8,184,934,78,80
23,19.7,143.0,123.8,184,934,78,80
24,20.5,149.1,123.8,184,934,78,81
25,21.2,155.2,123.6,185,937,78,82
26,22.0,161.2,123.6,185,937,78,82
27,22.7,167.2,124.5,181,924,77,83
28,23.5,173.3,124.5,181,924,77,84
29,24.2,179.5,124.7,180,921,78,84
30,25.0,185.6,124.7,180,921,78,84
31,25.7,191.7,122.7,189,952,78,85
32,26.5,197.8,122.7,189,952,78,86
33,27.2,204.0,122.4,191,956,80,86
34,28.0,210.3,122.4,191,956,80,87
35,28.7,216.4,122.1,192,961,79,87
36,29.5,222.6,122.1,192,961,79,87
37,30.2,228.7,121.7,194,968,79,88
38,31.2,236.9,123.0,188,947,78,89
39,32.0,243.0,123.0,188,947,78,89
40,32.7,249.2,121.7,194,968,80,90
41,33.5,255.4,121.7,194,968,80,91
42,34.2,261.8,120.5,200,988,80,92
43,35.0,267.9,120.5,200,988,80,92
44,35.7,274.1,121.6,195,969,80,93
45,36.5,280.2,121.6,195,969,80,94
46,37.2,286.4,121.6,195,969,80,96
47,38.0,292.7,121.9,193,964,80,96
48,38.7,298.9,121.9,193,964,80,97
49,39.5,305.1,121.1,197,978,80,98
50,40.2,311.3,121.1,197,978,80,99
51,41.0,317.6,120.5,200,988,80,99
52,41.7,323.9,120.6,200,986,81,100
53,42.5,330.0,120.6,200,986,81,101
54,43.2,336.3,120.6,200,986,81,102
55,44.0,342.5,121.4,196,973,80,102
56,44.7,348.6,121.4,196,973,80,102
57,45.5,354.8,121.6,195,969,80,103
58,46.2,361.0,121.6,195,969,80,103
59,47.0,367.1,121.9,193,964,80,104
60,47.7,373.4,121.9,193,964,80,104
61,48.5,379.6,121.9,193,964,80,104
62,49.2,386.1,121.9,193,964,80,104
63,50.0,392.4,118.7,209,1020,83,104
64,50.7,398.7,119.2,207,1011,81,105
65,51.5,405.0,119.2,207,1011,81,105
66,52.0,409.4,119.2,207,1011,81,105
67,52.7,415.5,116.8,220,1055,85,105
68,53.5,421.5,116.8,220,1055,85,105
69,54.3,427.3,127.1,170,886,84,105
70,55.0,433.2,127.1,170,886,84,105
71,55.8,439.1,128.4,165,869,86,105
72,56.2,443.1,128.4,165,869,86,105
73,57.0,449.1,126.8,172,890,86,105
74,57.7,455.0,126.8,172,890,86,105
75,58.5,461.0,126.0,175,902,86,105
76,59.2,466.8,126.9,171,889,85,105
77,59.7,470.8,126.9,171,889,85,105
78,60.5,476.7,126.9,171,889,85,105
79,61.2,482.5,128.2,166,871,85,105
80,62.0,488.5,128.2,166,871,85,105
81,62.7,494.3,127.7,168,878,85,105
82,63.5,500.2,128.7,164,865,85,106
83,64.0,504.0,128.7,164,865,85,106
84,64.8,509.9,128.7,164,865,85,106
85,65.5,515.7,128.8,164,863,84,107
86,66.2,521.6,128.8,164,863,84,107
87,67.0,527.6,127.9,167,875,85,108
88,67.7,533.3,127.9,167,875,85,108
89,68.5,539.1,128.8,164,863,84,108
90,69.0,543.1,128.8,164,863,84,109
91,69.8,549.0,128.8,164,863,85,109
92,70.5,554.9,128.8,164,863,85,109
93,71.2,560.7,128.1,167,873,85,109
94,72.0,566.6,128.1,167,873,85,110
95,72.8,572.6,127.8,168,877,85,110
96,73.2,576.4,127.8,168,877,85,110
97,74.0,582.5,127.1,170,886,85,110
98,74.7,588.2,127.1,170,886,85,110
99,75.5,594.3,127.5,169,881,85,111
100,76.3,600.2,127.5,169,881,85,111
101,76.8,604.1,127.1,170,886,85,111
102,77.5,609.9,127.1,170,886,85,111
103,78.3,615.9,127.6,168,879,86,111
104,79.0,621.8,127.6,168,879,86,112
105,79.7,627.8,126.4,173,896,85,112
106,80.5,633.8,126.9,171,889,86,112
107,81.0,637.7,126.9,171,889,86,112
