Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,1.7,5.2,0.0,,,,80
2,2.9,11.0,0.0,,,42,80
3,3.9,16.6,235.9,27,391,54,80
4,4.9,22.8,235.9,27,391,54,80
5,5.7,27.7,168.6,73,551,66,80
6,6.7,34.4,151.1,101,649,71,80
7,7.4,39.7,151.1,101,649,71,81
8,8.2,45.0,151.1,101,649,71,81
9,8.9,50.2,144.0,117,703,73,82
10,9.9,57.3,144.0,117,703,73,83
11,10.7,62.7,142.0,122,720,75,84
12,11.4,68.2,142.0,122,720,75,84
13,12.2,73.6,138.5,132,753,76,85
14,12.9,79.1,138.5,132,753,76,86
15,13.7,84.6,136.9,136,769,76,86
16,14.7,91.9,138.2,133,756,75,87
17,15.4,97.2,138.2,133,756,75,88
18,16.2,102.6,138.2,133,756,75,89
19,16.9,107.9,139.9,128,739,75,90
20,17.7,113.3,139.9,128,739,75,90
21,18.7,120.5,140.7,126,732,75,91
22,19.4,126.0,140.7,126,732,75,91
23,20.2,131.6,137.4,135,764,77,91
24,20.9,137.2,137.4,135,764,77,91
25,21.7,142.8,135.1,142,788,78,91
26,22.4,148.4,135.1,142,788,78,91
27,23.2,154.0,133.5,147,806,79,91
28,23.9,159.8,133.5,147,806,79,91
29,24.7,165.4,133.4,147,807,79,91
30,25.4,170.9,133.4,147,807,79,91
31,26.2,176.5,134.2,145,798,78,92
32,26.9,182.2,134.2,145,798,78,93
33,27.9,189.7,134.1,145,799,78,93
34,28.7,195.5,132.0,152,823,79,94
35,29.4,201.1,132.0,152,823,79,94
36,30.2,206.7,132.0,152,823,79,96
37,30.9,212.5,133.5,147,806,79,96
38,31.7,218.3,129.8,160,850,82,97
39,32.4,224.3,129.8,160,850,82,97
40,32.9,228.3,129.8,160,850,82,98
41,33.7,234.4,126.2,174,899,84,99
42,34.4,240.3,126.2,174,899,84,99
43,35.2,246.3,124.1,183,930,84,101
44,35.9,252.4,124.1,183,930,84,102
45,36.7,258.5,124.5,181,924,83,102
46,37.2,262.5,124.5,181,924,83,103
47,37.9,268.6,124.2,183,928,83,104
48,38.7,274.7,124.2,183,928,83,104
49,39.4,280.7,125.0,179,916,83,104
50,40.2,286.5,125.0,179,916,83,105
51,40.9,292.4,126.6,172,893,82,105
52,41.7,298.3,126.6,172,893,82,105
53,42.4,304.3,127.8,168,877,82,106
54,43.2,310.0,127.8,168,877,82,106
55,43.9,316.0,127.5,169,881,82,106
56,44.7,321.9,128.0,167,874,82,107
57,45.2,325.7,128.0,167,874,82,107
58,45.9,331.7,128.0,167,874,82,107
59,46.7,337.5,128.0,167,874,81,107
60,47.4,343.4,128.0,167,874,81,107
61,48.2,349.4,128.0,167,874,83,107
62,48.9,355.3,128.0,167,874,83,108
63,49.7,361.2,126.8,172,890,83,108
64,50.4,367.2,126.8,172,890,83,108
65,51.2,373.1,126.0,175,902,84,108
66,51.9,379.2,125.4,177,910,84,108
67,52.4,383.3,125.4,177,910,84,108
68,53.2,389.1,125.4,177,910,84,108
69,53.9,395.2,125.4,177,910,84,108
70,54.7,401.2,125.4,177,910,84,108
71,55.4,407.2,126.0,175,902,84,108
72,56.2,413.2,126.0,175,902,84,108
73,56.9,419.3,125.1,179,915,84,108
74,57.7,425.3,125.3,178,912,84,108
75,58.2,429.2,125.3,178,912,84,108
76,58.9,435.1,125.3,178,912,84,108
77,59.7,441.0,126.7,172,892,82,108
78,60.4,447.0,126.7,172,892,82,108
79,61.2,452.7,128.0,167,874,82,108
80,61.9,458.8,128.0,167,874,82,108
81,62.7,464.8,126.6,172,893,84,109
82,63.4,470.9,126.6,172,893,84,109
83,64.2,476.9,124.3,182,927,84,109
84,64.7,480.8,124.3,182,927,84,109
85,65.4,486.8,125.9,175,903,82,109
86,66.2,492.8,125.9,175,903,82,109
87,66.9,498.7,126.8,172,890,81,109
88,67.7,504.7,126.8,172,890,81,109
89,68.4,510.8,125.9,175,903,85,109
90,69.1,516.9,125.9,175,903,85,109
91,69.7,521.1,122.5,190,955,86,110
92,70.4,527.3,122.5,190,955,86,110
93,71.1,533.3,122.1,192,961,86,110
94,71.9,539.6,122.1,192,961,86,111
95,72.7,545.7,121.9,193,964,85,111
96,73.1,549.8,121.9,193,964,85,111
97,73.9,556.1,121.9,193,964,86,112
98,74.7,562.5,121.9,193,964,86,112
99,75.4,568.7,119.7,204,1002,87,112
100,75.9,572.9,119.7,204,1002,87,113
101,76.7,579.2,119.5,205,1005,87,113
102,77.4,585.4,119.5,205,1005,87,113
103,78.2,591.7,120.7,199,985,86,114
104,78.7,595.7,120.7,199,985,86,114
105,79.4,602.1,120.3,201,991,88,114
106,80.2,608.4,120.3,201,991,88,115
107,80.9,614.8,118.7,209,1020,88,115
108,81.4,619.0,118.7,209,1020,88,115
109,82.2,625.2,120.0,203,997,87,115
110,82.9,631.4,120.0,203,997,87,115
111,83.7,637.8,120.1,202,995,87,115
112,84.2,641.8,120.1,202,995,87,115
113,84.9,648.0,120.7,199,985,87,116
114,85.7,654.3,120.7,199,985,87,116
115,86.4,660.5,121.1,197,978,86,116
116,87.1,666.5,122.1,192,961,86,116
117,87.7,670.7,122.1,192,961,86,117
118,88.4,676.8,122.1,192,961,86,117
119,89.2,682.8,123.3,187,942,85,117
120,89.9,689.0,123.3,187,942,85,117
121,90.7,695.0,124.2,183,928,85,117
122,91.4,701.1,123.8,184,934,85,117
123,91.9,705.1,123.8,184,934,85,118
124,92.7,711.2,123.8,184,934,85,118
125,93.4,717.3,123.1,188,945,85,118
126,94.2,723.6,123.1,188,945,85,118
127,94.9,729.7,122.9,189,948,85,118
128,95.4,733.7,122.9,189,948,85,118
129,96.2,739.8,123.2,187,944,85,118
130,96.9,745.9,123.2,187,944,85,118
131,97.7,751.9,123.7,185,936,84,119
132,98.4,758.0,123.7,185,936,84,119
133,99.2,764.1,123.6,185,937,85,119
134,99.7,768.3,123.6,185,937,85,119
135,100.4,774.4,122.8,189,950,85,119
136,101.2,780.4,122.8,189,950,85,120
137,101.9,786.6,123.4,186,941,85,120
138,102.7,792.9,122.2,192,960,86,120
139,103.2,796.8,122.2,192,960,86,121
140,103.9,803.0,122.2,192,960,86,121
141,104.7,809.2,122.2,192,960,86,121
142,105.4,815.4,122.2,192,960,86,122
143,106.2,821.6,122.0,193,963,86,122
144,106.7,825.8,122.0,193,963,86,123
145,107.4,831.9,121.4,196,973,86,123
146,108.2,838.1,121.4,196,973,86,123
147,108.9,844.2,122.4,191,956,85,124
148,109.7,850.3,123.1,188,945,85,124
149,110.2,854.4,123.1,188,945,85,124
150,110.9,860.5,123.1,188,945,85,125
151,111.7,866.7,122.3,191,958,85,125
152,112.4,872.8,122.3,191,958,85,125
153,113.2,878.9,122.7,189,952,85,126
154,113.7,883.1,122.7,189,952,85,126
155,114.4,889.2,122.5,190,955,85,126
156,115.1,895.2,122.5,190,955,85,126
157,115.9,901.5,122.4,191,956,86,126
158,116.7,907.9,120.3,201,991,87,126
159,117.2,911.9,120.3,201,991,87,126
160,117.9,918.3,120.3,201,991,87,126
161,118.7,924.6,119.7,204,1002,87,126
162,119.1,928.7,119.7,204,1002,87,126
163,119.9,935.3,118.9,208,1016,88,126
164,120.7,941.5,118.9,208,1016,88,126
165,121.4,947.8,118.6,210,1022,88,126
166,121.9,952.1,118.6,210,1022,88,126
167,122.7,958.5,118.8,209,1018,88,126
168,123.4,964.8,118.8,209,1018,88,126
169,123.9,969.0,118.4,211,1025,88,126
170,124.7,975.4,118.4,211,1025,88,126
171,125.4,981.7,118.8,209,1018,88,126
172,126.2,988.0,118.8,209,1018,88,126
173,126.7,992.2,118.9,208,1016,88,126
174,127.4,998.6,118.9,208,1016,88,126
175,128.2,1004.8,119.2,207,1011,88,126
176,128.9,1011.2,119.6,205,1004,88,126
177,129.4,1015.3,119.6,205,1004,88,126
178,130.2,1021.7,119.6,205,1004,88,126
179,130.9,1028.0,119.3,206,1009,88,126
