Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,1.6,5.0,0.0,,,,84
2,2.8,10.5,0.0,,,44,84
3,3.8,15.5,236.4,26,391,52,84
4,4.8,21.0,236.4,26,391,52,85
5,5.8,26.9,189.5,51,477,64,85
6,6.6,31.5,189.5,51,477,64,85
7,7.3,36.3,166.2,76,562,69,85
8,8.3,42.8,166.2,76,562,69,85
9,9.1,47.7,155.8,93,618,73,86
10,9.8,52.6,155.8,93,618,73,86
11,10.6,57.5,153.1,98,635,73,87
12,11.6,64.4,148.6,107,667,76,88
13,12.3,69.6,148.6,107,667,76,88
14,13.1,74.8,148.6,107,667,76,89
15,13.8,80.0,144.6,116,698,78,90
16,14.6,85.3,144.6,116,698,78,90
17,15.3,90.6,142.8,120,713,79,91
18,16.1,96.0,142.8,120,713,79,92
19,16.8,101.4,141.1,125,728,80,92
20,17.6,106.8,141.1,125,728,80,93
21,18.3,112.2,139.3,129,745,81,93
22,19.1,117.7,139.3,129,745,81,93
23,19.8,123.3,136.9,136,769,82,94
24,20.6,128.8,137.9,133,759,80,94
25,21.4,134.2,137.9,133,759,80,94
26,22.1,139.6,138.1,133,757,82,95
27,22.6,143.3,138.1,133,757,82,95
28,23.4,148.9,138.1,133,757,82,95
29,24.1,154.5,135.3,141,786,83,96
30,24.8,160.0,135.3,141,786,83,97
31,25.6,165.7,135.0,142,789,83,98
32,26.3,171.3,135.0,142,789,83,98
33,27.1,177.0,133.2,148,809,84,98
34,27.9,182.7,132.9,149,813,84,99
35,28.4,186.5,132.9,149,813,84,99
36,29.1,192.2,132.9,149,813,84,99
37,29.8,197.8,132.2,151,821,84,100
38,30.6,203.5,132.2,151,821,84,101
39,31.3,209.2,132.2,151,821,85,101
40,31.8,213.0,132.2,151,821,85,101
41,32.6,218.7,131.9,153,824,84,101
42,33.3,224.4,131.9,153,824,84,101
43,34.1,230.1,132.2,151,821,84,102
44,34.8,235.7,132.2,151,821,84,102
45,35.6,241.4,132.8,149,814,84,102
46,36.4,247.1,132.9,149,813,84,102
47,36.9,250.9,132.9,149,813,84,102
48,37.6,256.6,132.9,149,813,84,102
49,38.3,262.3,131.9,153,824,85,102
50,39.1,268.2,131.9,153,824,85,102
51,39.8,273.9,130.7,157,839,85,102
52,40.4,277.8,130.7,157,839,85,102
53,41.1,283.5,130.4,158,843,86,102
54,41.8,289.3,130.4,158,843,86,103
55,42.6,295.2,129.4,162,855,87,103
56,43.1,299.1,129.4,162,855,87,103
57,43.9,305.0,128.7,164,865,87,103
58,44.6,310.8,128.7,164,865,87,104
59,45.4,316.7,128.6,165,866,87,104
60,45.9,320.6,128.6,165,866,87,104
61,46.6,326.4,128.0,167,874,87,105
62,47.4,332.4,128.0,167,874,87,105
63,48.1,338.2,128.2,166,871,87,105
64,48.6,342.1,128.2,166,871,87,106
65,49.3,348.0,127.9,167,875,87,106
66,50.1,353.9,127.9,167,875,87,107
67,50.8,359.8,127.7,168,878,88,107
68,51.3,363.7,127.7,168,878,88,107
69,52.1,369.5,128.3,166,870,87,108
70,52.9,375.4,128.3,166,870,87,108
71,53.6,381.2,128.9,163,862,87,108
72,54.1,385.2,128.9,163,862,87,109
73,54.9,391.1,128.4,165,869,88,109
74,55.6,397.0,128.4,165,869,88,109
75,56.1,401.0,126.4,173,896,89,109
76,56.9,407.1,126.4,173,896,89,110
77,57.6,413.0,125.4,177,910,89,110
78,58.1,417.0,125.4,177,910,89,110
79,58.8,423.0,125.6,177,907,89,110
80,59.6,429.0,125.6,177,907,89,110
81,60.4,434.9,126.2,174,899,88,110
