Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,1.8,5.3,0.0,,,,78
2,3.1,11.1,0.0,,,40,78
3,4.1,16.6,230.9,28,397,53,78
4,5.1,22.7,230.9,28,397,53,79
5,5.9,27.4,173.9,67,529,65,79
6,6.9,34.0,173.9,67,529,65,79
7,7.6,39.0,154.8,94,624,69,79
8,8.4,44.3,154.8,94,624,69,79
9,9.4,51.6,145.2,114,693,74,79
10,10.1,57.2,145.2,114,693,74,80
11,10.9,62.8,135.9,139,779,78,81
12,11.6,68.5,135.9,139,779,78,81
13,12.4,74.3,131.8,153,826,80,81
14,13.1,80.0,131.8,153,826,80,82
15,13.9,85.8,130.8,156,838,80,82
16,14.6,91.5,130.8,156,838,80,82
17,15.4,97.2,132.0,152,823,80,83
18,16.1,103.0,132.0,152,823,80,84
19,16.9,108.7,131.1,155,834,80,85
20,17.6,114.6,131.1,155,834,80,85
21,18.4,120.3,130.0,159,848,81,86
22,19.1,126.2,129.8,160,850,81,87
23,19.9,131.9,129.8,160,850,81,88
24,20.6,137.7,129.5,161,854,81,89
25,21.4,143.5,129.5,161,854,81,89
26,21.9,147.4,129.5,161,854,81,90
27,22.6,153.3,129.5,161,854,82,91
28,23.4,159.3,129.5,161,854,82,91
29,24.1,165.1,127.3,170,883,82,92
30,24.9,171.0,127.3,170,883,82,92
31,25.6,176.9,127.8,168,877,81,92
32,26.4,182.8,127.8,168,877,81,93
33,27.1,188.7,127.9,167,875,82,94
34,27.9,194.6,127.9,167,875,82,95
35,28.6,200.5,127.4,169,882,82,95
36,29.4,206.3,127.4,169,882,82,96
37,30.1,212.3,127.4,169,882,83,97
38,30.6,216.3,127.4,169,882,83,98
39,31.4,222.1,127.2,170,885,82,98
40,32.1,228.1,127.2,170,885,82,100
41,32.9,234.1,127.0,171,888,83,101
42,33.6,239.9,127.0,171,888,83,102
43,34.4,245.8,127.6,168,879,82,102
44,35.1,251.8,127.6,168,879,82,103
45,35.9,257.7,126.8,172,890,83,104
46,36.6,263.6,126.8,172,890,83,104
47,37.4,269.6,127.1,170,886,83,105
48,38.1,275.4,127.5,169,881,82,106
49,38.6,279.4,127.5,169,881,82,106
50,39.4,285.2,127.5,169,881,82,107
51,40.1,291.2,127.2,170,885,83,108
52,40.9,297.2,127.2,170,885,83,108
53,41.6,303.2,126.3,174,897,84,108
54,42.4,308.8,126.3,174,897,84,108
55,43.1,314.5,130.4,158,843,78,108
56,43.9,320.4,130.4,158,843,78,109
57,44.6,326.5,129.1,163,859,83,109
58,45.4,332.7,121.9,193,964,86,109
59,45.9,336.9,121.9,193,964,86,109
60,46.6,343.1,121.9,193,964,86,109
61,47.4,349.3,121.2,197,976,86,110
62,48.1,355.4,121.2,197,976,86,110
63,48.6,359.6,121.8,194,966,86,110
64,49.4,365.7,121.8,194,966,86,110
65,50.1,371.8,122.8,189,950,85,110
66,50.9,377.7,122.8,189,950,85,111
67,51.6,383.7,125.2,178,913,84,111
68,52.4,389.7,125.2,178,913,84,111
69,53.1,395.7,126.0,175,902,84,111
70,53.9,401.7,126.0,175,902,84,111
71,54.4,405.7,126.0,175,902,84,111
72,55.2,411.8,126.0,175,902,84,112
73,55.9,417.9,125.7,176,906,84,112
74,56.6,423.9,125.7,176,906,84,113
75,57.4,430.1,123.4,186,941,85,113
76,57.9,434.2,123.4,186,941,85,113
77,58.6,440.3,123.1,188,945,85,114
78,59.4,446.4,123.1,188,945,85,114
79,60.2,452.6,122.5,190,955,86,114
80,60.9,458.7,122.5,190,955,86,115
81,61.7,464.8,123.3,187,942,84,115
82,62.1,468.8,123.3,187,942,84,116
83,62.9,474.9,123.0,188,947,85,116
84,63.6,481.0,123.0,188,947,85,116
85,64.4,487.1,123.1,188,945,85,117
86,65.1,493.2,123.1,188,945,85,117
87,65.9,499.3,124.0,184,931,85,118
88,66.4,503.3,124.0,184,931,85,118
89,67.1,509.4,124.5,181,924,85,118
90,67.9,515.5,124.5,181,924,85,118
91,68.6,521.5,123.4,186,941,86,118
92,69.4,527.8,122.5,190,955,85,118
93,69.9,531.8,122.5,190,955,85,118
94,70.6,537.9,122.5,190,955,85,118
95,71.4,543.9,123.6,185,937,84,118
96,72.1,549.9,123.6,185,937,84,118
97,72.9,556.0,125.2,178,913,84,118
98,73.6,562.0,125.2,178,913,84,118
99,74.4,568.0,124.9,180,918,84,118
100,74.9,572.1,124.9,180,918,84,118
101,75.6,578.1,124.2,183,928,84,118
102,76.4,584.2,124.2,183,928,84,118
103,77.1,590.3,124.5,181,924,84,119
104,77.9,596.3,124.5,181,924,84,119
105,78.6,602.3,124.1,183,930,84,119
106,79.1,606.3,124.1,183,930,84,119
107,79.9,612.4,125.3,178,912,83,120
108,80.6,618.5,125.3,178,912,83,120
109,81.4,624.6,124.0,184,931,84,120
110,82.2,630.8,124.0,184,931,84,120
111,82.9,637.0,122.0,193,963,87,121
112,83.4,641.1,122.0,193,963,87,121
113,84.1,647.2,122.1,192,961,85,121
114,84.9,653.5,122.1,192,961,85,122
115,85.4,657.8,120.3,201,991,89,122
116,86.1,664.1,120.3,201,991,89,122
117,86.9,670.1,118.1,212,1031,89,122
118,87.7,675.9,129.4,162,855,87,122
119,88.1,679.6,129.4,162,855,87,122
120,88.9,685.5,129.4,162,855,87,123
121,89.6,691.2,131.2,155,833,88,123
122,90.4,696.8,131.2,155,833,88,123
123,91.2,702.5,132.4,151,818,86,123
124,91.7,706.2,132.4,151,818,86,123
125,92.4,711.8,133.9,146,801,85,123
126,93.1,717.3,133.9,146,801,85,123
127,93.9,723.0,134.7,143,792,84,123
128,94.6,728.7,132.0,152,823,88,123
129,95.1,732.6,132.0,152,823,88,123
130,95.9,738.4,132.0,152,823,88,124
131,96.6,744.1,130.1,159,847,87,124
132,97.4,749.9,131.1,155,834,87,124
133,97.9,753.7,131.1,155,834,87,124
134,98.6,759.5,131.1,155,834,87,125
135,99.4,765.2,130.9,156,837,87,125
136,100.1,770.9,131.9,153,824,86,125
137,100.6,774.6,131.9,153,824,86,126
138,101.4,780.2,131.9,153,824,86,126
139,102.1,785.9,133.4,147,807,86,126
140,102.9,791.5,133.4,147,807,86,126
141,103.6,797.1,133.8,146,802,85,127
142,104.1,800.9,133.8,146,802,85,127
143,104.9,806.6,133.5,147,806,86,127
144,105.6,812.2,133.5,147,806,86,127
145,106.4,817.9,133.2,148,809,86,127
146,107.1,823.6,132.2,151,821,87,127
147,107.6,827.4,132.2,151,821,87,127
148,108.4,833.1,132.2,151,821,87,127
149,109.1,839.0,131.1,155,834,88,127
150,109.9,844.7,130.1,159,847,87,127
151,110.4,848.5,130.1,159,847,87,127
152,111.1,854.2,130.1,159,847,87,127
153,111.9,860.0,131.1,155,834,86,127
154,112.6,865.8,131.1,155,834,87,127
155,113.1,869.6,131.1,155,834,87,127
156,113.9,875.3,131.1,155,834,87,127
157,114.6,881.0,131.4,154,830,86,127
158,115.4,886.7,130.8,156,838,86,127
159,115.9,890.6,130.8,156,838,86,127
160,116.6,896.2,130.8,156,838,86,127
