Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
62,175.2,333.2,117.5,216,1042,96,125
63,175.7,337.5,117.5,216,1042,96,126
64,176.5,343.8,117.2,217,1048,95,127
65,176.9,348.1,117.2,217,1048,95,127
66,177.7,354.6,117.1,218,1050,96,129
67,178.2,359.0,117.1,218,1050,96,129
68,179.0,365.4,116.3,222,1065,96,130
69,179.5,369.6,116.3,222,1065,96,131
70,180.2,376.0,117.3,217,1046,95,131
71,181.0,382.4,117.8,214,1036,95,132
72,181.5,386.7,117.8,214,1036,95,133
73,182.2,393.1,118.1,212,1031,94,133
74,182.7,397.2,118.1,212,1031,94,134
75,183.5,403.5,118.1,212,1031,94,135
76,184.0,407.5,120.8,199,983,91,135
77,184.7,413.6,120.8,199,983,91,135
78,185.4,419.6,123.3,187,942,91,136
79,185.9,423.7,123.3,187,942,91,136
80,186.7,429.6,124.8,180,919,89,137
81,187.5,435.6,124.8,180,919,89,137
82,188.2,441.4,127.0,171,888,88,137
83,188.7,445.4,127.0,171,888,88,138
84,189.4,451.3,127.5,169,881,88,139
85,190.2,457.1,127.5,169,881,88,139
86,190.9,462.9,128.3,166,870,87,139
87,191.4,466.8,128.3,166,870,87,140
88,192.2,472.7,129.0,163,861,87,140
89,192.9,478.5,129.0,163,861,87,140
90,193.7,484.3,129.0,163,861,87,141
91,194.2,488.1,129.0,163,861,87,141
92,194.9,494.0,129.6,161,853,86,141
93,195.7,499.8,129.6,161,853,86,141
94,196.4,505.6,128.8,164,863,87,142
95,197.2,511.5,129.2,162,858,87,142
96,197.7,515.4,129.2,162,858,87,142
97,198.4,521.3,129.2,162,858,87,142
98,199.2,527.3,127.6,168,879,88,142
99,199.7,531.2,127.6,168,879,88,142
100,200.5,537.3,126.6,172,893,89,142
101,201.2,543.2,126.6,172,893,89,142
102,202.0,549.3,125.9,175,903,89,142
103,202.4,553.2,125.9,175,903,89,142
104,203.2,559.2,125.2,178,913,89,142
105,204.0,565.3,125.3,178,912,89,142
106,204.4,569.2,125.3,178,912,89,142
107,205.2,575.3,125.3,178,912,89,142
108,206.0,581.4,124.7,180,921,91,142
109,206.4,585.5,124.7,180,921,91,142
110,207.2,591.5,123.2,187,944,90,142
111,208.0,597.8,123.0,188,947,91,142
112,208.5,601.8,123.0,188,947,91,142
113,209.2,608.0,123.0,188,947,91,142
114,209.7,612.2,122.1,192,961,92,142
115,210.5,618.3,122.1,192,961,92,142
116,211.2,624.3,122.7,189,952,90,142
117,211.7,628.3,122.7,189,952,90,142
118,212.5,634.2,125.2,178,913,89,143
119,213.2,640.4,125.2,178,913,89,143
120,213.7,644.4,124.7,180,921,91,143
121,214.5,650.6,124.7,180,921,91,143
122,215.2,656.7,122.9,189,948,91,143
123,215.7,660.7,122.9,189,948,91,143
124,216.5,666.9,123.4,186,941,91,143
125,217.2,673.0,122.5,190,955,92,143
126,217.7,677.2,122.5,190,955,92,144
127,218.5,683.4,122.5,190,955,92,144
128,219.0,687.5,121.2,197,976,92,144
129,219.7,693.8,121.2,197,976,92,144
130,220.2,697.9,120.8,199,983,92,144
131,221.0,704.1,120.8,199,983,92,145
132,221.7,710.3,121.3,196,974,92,145
133,222.2,714.3,121.3,196,974,92,145
134,222.9,720.5,122.5,190,955,91,145
135,223.7,726.8,121.4,196,973,93,145
136,224.2,730.9,121.4,196,973,93,145
137,224.9,737.1,121.4,196,973,93,145
138,225.4,741.2,120.9,198,981,93,145
139,226.2,747.4,120.9,198,981,93,145
140,226.9,753.5,121.7,194,968,92,145
141,227.5,757.7,121.7,194,968,92,145
142,228.2,763.9,122.3,191,958,92,145
143,228.7,768.0,122.3,191,958,92,145
144,229.5,774.2,121.9,193,964,92,145
145,230.2,780.2,121.9,193,964,92,145
146,231.0,786.2,123.4,186,941,89,145
147,231.5,790.1,123.4,186,941,89,145
148,232.2,795.9,127.2,170,885,87,145
149,232.9,801.8,127.2,170,885,87,145
150,233.5,805.8,128.1,167,873,88,145
151,234.2,811.7,128.1,167,873,88,145
152,235.0,817.9,125.6,177,907,90,145
153,235.5,821.9,125.6,177,907,90,146
154,236.2,828.1,123.5,186,939,91,146
155,237.0,834.3,122.2,192,960,92,146
156,237.4,838.3,122.2,192,960,92,146
157,238.2,844.5,122.2,192,960,92,146
158,238.9,850.7,122.1,192,961,92,146
159,239.5,854.8,122.1,192,961,92,147
160,240.2,861.0,122.1,192,961,91,147
161,240.7,865.0,122.1,192,961,91,147
162,241.4,871.1,123.0,188,947,91,147
163,242.2,877.2,123.0,188,947,91,147
164,242.7,881.4,122.8,189,950,91,147
165,243.4,887.4,122.8,189,950,91,147
166,244.2,893.6,122.8,189,950,91,147
167,244.7,897.6,122.8,189,950,91,148
168,245.5,903.8,123.4,186,941,91,148
169,245.9,907.8,123.4,186,941,91,148
170,246.7,914.0,122.4,191,956,91,148
171,247.5,920.1,122.4,191,956,91,148
172,248.0,924.1,124.0,184,931,89,148
173,248.7,930.2,124.0,184,931,89,148
174,249.5,936.2,124.6,181,922,90,149
175,250.0,940.2,124.6,181,922,90,149
176,250.7,946.3,124.0,184,931,90,149
177,251.4,952.4,124.0,184,931,90,149
178,252.0,956.5,123.6,185,937,91,149
179,252.7,962.7,123.6,185,937,91,149
180,253.5,968.7,123.2,187,944,91,149
181,254.0,972.7,123.2,187,944,91,149
182,254.7,978.6,125.1,179,915,88,149
183,255.5,984.4,125.1,179,915,88,149
184,256.2,990.3,128.1,167,873,87,149
185,256.7,994.1,128.1,167,873,87,149
186,257.4,999.6,130.7,157,839,83,149
187,258.4,1006.5,141.9,122,721,75,149
188,259.2,1011.4,141.9,122,721,75,149
189,260.0,1016.2,141.9,122,721,75,150
190,260.9,1022.1,157.1,90,610,68,150
191,262.0,1027.8,157.1,90,610,68,150
192,430.0,1033.3,173.9,67,529,13,103
193,431.0,1038.0,173.9,67,529,13,103
194,432.0,1043.7,599.5,2,305,59,104
195,432.8,1048.4,599.5,2,305,59,104
196,433.8,1055.1,166.6,76,560,72,105
197,434.6,1060.3,146.8,111,680,79,105
198,435.3,1065.7,146.8,111,680,79,105
199,436.1,1071.3,137.2,136,766,84,105
200,436.5,1075.0,137.2,136,766,84,105
201,437.3,1080.8,137.2,136,766,84,105
202,438.0,1086.6,131.6,154,828,86,105
203,438.8,1092.5,131.6,154,828,86,106
204,439.3,1096.4,128.9,163,862,88,106
205,440.1,1102.5,128.9,163,862,88,106
206,440.8,1108.5,125.6,177,907,90,107
207,441.3,1112.6,125.6,177,907,90,107
208,442.0,1118.5,124.7,180,921,89,107
209,442.8,1124.6,124.7,180,921,89,108
210,443.3,1128.6,125.2,178,913,90,108
211,444.0,1134.6,125.2,178,913,90,109
212,444.8,1140.7,124.0,184,931,91,110
213,445.3,1144.8,124.0,184,931,91,110
214,446.0,1150.9,123.5,186,939,91,111
215,446.8,1156.9,123.5,186,939,91,111
216,447.3,1161.0,124.3,182,927,90,111
217,448.0,1167.0,124.3,182,927,90,112
218,448.8,1173.1,124.4,182,925,90,113
219,449.3,1177.1,124.4,182,925,90,113
220,450.0,1183.2,124.2,183,928,90,113
221,450.8,1189.2,124.2,183,928,90,114
222,451.3,1193.4,124.0,184,931,90,114
223,452.1,1199.4,124.0,184,931,90,114
224,452.8,1205.5,124.1,183,930,90,115
225,453.3,1209.4,124.1,183,930,90,115
226,454.1,1215.3,125.5,177,909,88,116
227,454.8,1221.2,125.5,177,909,88,117
228,455.6,1227.1,128.2,166,871,87,118
229,456.1,1231.0,128.2,166,871,87,118
230,456.8,1237.0,127.9,167,875,87,118
231,457.6,1242.9,127.9,167,875,87,119
232,458.3,1248.8,126.9,171,889,88,119
233,458.8,1252.8,126.9,171,889,88,119
234,459.5,1258.6,126.7,172,892,88,120
235,460.3,1264.5,126.7,172,892,88,120
236,460.8,1268.5,128.0,167,874,88,120
237,461.6,1274.4,128.0,167,874,88,121
238,462.3,1280.2,127.6,168,879,88,121
239,463.0,1286.1,127.6,168,879,88,121
240,463.6,1290.0,128.1,167,873,87,122
241,464.3,1295.7,128.1,167,873,87,122
242,465.1,1301.5,130.3,158,844,86,122
243,465.8,1307.5,130.3,158,844,86,123
244,466.3,1311.4,128.3,166,870,88,123
245,467.1,1317.3,128.3,166,870,88,124
246,467.8,1323.3,127.1,170,886,88,124
247,468.6,1329.1,127.1,170,886,88,125
248,469.3,1334.9,128.0,167,874,87,125
249,469.8,1338.7,128.0,167,874,87,126
250,470.5,1344.6,129.7,160,852,86,127
251,471.3,1350.5,129.7,160,852,86,127
252,471.8,1354.5,127.5,169,881,89,127
253,472.6,1360.6,127.5,169,881,89,128
254,473.3,1366.6,124.6,181,922,90,128
255,473.8,1370.8,124.6,181,922,90,129
256,474.6,1377.1,122.7,189,952,92,129
257,475.3,1383.2,120.8,199,983,93,129
258,475.8,1387.4,120.8,199,983,93,130
259,476.6,1393.7,120.8,199,983,93,131
260,477.1,1397.8,120.8,199,983,92,131
261,477.8,1404.0,120.8,199,983,92,131
262,478.3,1408.2,120.8,199,983,92,131
263,479.0,1414.4,120.8,199,983,92,132
264,479.8,1420.8,120.2,202,993,93,132
265,480.3,1424.9,120.2,202,993,93,133
266,481.1,1431.3,119.4,206,1007,94,133
267,481.6,1435.5,119.4,206,1007,94,133
268,482.3,1441.8,119.3,206,1009,93,133
269,482.8,1445.9,119.3,206,1009,93,133
270,483.6,1452.3,119.7,204,1002,94,134
271,484.3,1458.6,119.0,208,1014,94,134
272,484.8,1462.8,119.0,208,1014,94,134
273,485.5,1469.1,119.0,208,1014,94,135
274,486.1,1473.4,118.7,209,1020,94,135
275,486.8,1479.6,118.7,209,1020,94,135
276,487.3,1483.9,119.3,206,1009,93,135
277,488.1,1490.2,119.3,206,1009,93,136
278,488.6,1494.3,119.8,204,1000,93,137
279,489.3,1500.6,119.8,204,1000,93,137
280,490.0,1506.9,119.6,205,1004,94,137
281,490.6,1511.2,119.6,205,1004,94,137
282,491.3,1517.5,119.0,208,1014,94,138
283,491.8,1521.7,119.0,208,1014,94,138
284,492.6,1528.1,118.8,209,1018,94,138
285,493.1,1532.3,118.8,209,1018,94,138
286,493.8,1538.5,119.6,205,1004,93,138
287,494.3,1542.7,119.6,205,1004,93,138
288,495.1,1548.9,120.7,199,985,92,139
289,495.8,1555.1,120.7,199,985,92,139
290,496.3,1559.1,120.9,198,981,92,139
291,497.1,1565.3,120.9,198,981,92,139
292,497.8,1571.2,123.5,186,939,89,140
293,498.3,1575.3,123.5,186,939,89,140
294,499.1,1581.3,125.2,178,913,89,140
295,499.8,1587.3,125.2,178,913,89,140
296,500.3,1591.3,124.8,180,919,90,141
297,501.1,1597.4,124.8,180,919,90,141
298,501.8,1603.4,124.9,180,918,89,141
299,502.3,1607.5,124.9,180,918,89,141
300,503.1,1613.5,124.8,180,919,90,141
301,503.8,1619.6,124.8,180,919,90,141
302,504.3,1623.6,123.8,184,934,90,141
303,505.1,1629.8,123.8,184,934,90,142
304,505.8,1636.0,123.3,187,942,91,142
305,506.3,1640.2,123.3,187,942,91,142
306,507.1,1646.2,121.6,195,969,92,142
307,507.8,1652.3,124.4,182,925,91,142
308,508.3,1656.4,124.4,182,925,91,142
309,509.1,1662.6,124.4,182,925,91,143
310,509.6,1666.8,121.5,195,971,93,143
311,510.3,1672.9,121.5,195,971,93,143
312,511.1,1679.2,120.9,198,981,93,143
313,511.6,1683.4,120.9,198,981,93,143
314,512.3,1689.6,120.6,200,986,93,143
315,512.8,1693.7,120.6,200,986,93,143
316,513.5,1699.9,120.8,199,983,93,143
317,514.0,1704.1,120.8,199,983,93,143
318,514.8,1710.4,121.1,197,978,92,143
319,515.6,1716.5,121.1,197,978,92,143
320,516.0,1720.6,121.7,194,968,92,143
321,516.8,1726.7,121.7,194,968,92,143
322,517.5,1732.9,122.3,191,958,92,143
323,518.1,1737.0,122.3,191,958,92,143
324,518.8,1743.2,122.0,193,963,92,144
325,519.3,1747.4,122.0,193,963,92,144
326,520.1,1753.6,121.3,196,974,93,144
327,520.8,1759.8,121.4,196,973,92,144
328,521.3,1763.8,121.4,196,973,92,144
329,522.1,1770.0,121.4,196,973,92,144
330,522.8,1776.1,122.9,189,948,91,144
331,523.3,1780.2,122.9,189,948,91,145
332,524.1,1786.4,122.7,189,952,91,145
333,524.6,1790.5,122.7,189,952,91,145
334,525.3,1796.7,122.2,192,960,92,145
335,526.1,1802.9,121.7,194,968,92,145
336,526.6,1807.0,121.7,194,968,92,146
337,527.3,1813.2,121.7,194,968,92,146
338,527.8,1817.3,121.3,196,974,93,146
339,528.6,1823.6,121.3,196,974,93,146
340,529.3,1829.8,121.1,197,978,92,146
341,529.8,1833.8,121.1,197,978,92,147
342,530.6,1840.0,122.4,191,956,91,147
343,531.3,1846.0,123.4,186,941,90,147
344,531.8,1850.1,123.4,186,941,90,147
345,532.6,1856.1,123.4,186,941,90,148
346,533.3,1862.2,124.4,182,925,90,148
347,533.8,1866.2,124.4,182,925,90,148
348,534.6,1872.2,124.5,181,924,90,148
349,535.3,1878.4,124.4,182,925,89,148
350,535.8,1882.3,124.4,182,925,89,149
351,536.6,1888.3,124.4,182,925,89,149
352,537.3,1894.2,126.6,172,893,88,149
353,537.8,1898.3,126.6,172,893,88,149
354,538.6,1904.2,126.2,174,899,89,149
355,539.3,1910.3,126.2,174,899,89,149
356,539.8,1914.3,125.6,177,907,90,149
357,540.6,1920.3,125.6,177,907,90,149
358,541.3,1926.3,124.3,182,927,89,150
359,541.8,1930.3,124.3,182,927,89,150
360,542.6,1936.4,124.8,180,919,90,150
361,543.3,1942.4,124.8,180,919,90,150
362,543.8,1946.5,124.5,181,924,90,150
363,544.6,1952.5,124.5,181,924,90,150
364,545.3,1958.6,124.2,183,928,90,151
365,545.8,1962.6,124.2,183,928,90,151
366,546.6,1968.7,124.5,181,924,89,151
367,547.3,1974.6,124.5,181,924,89,151
368,547.8,1978.6,125.5,177,909,89,151
369,548.6,1984.7,125.5,177,909,89,152
370,549.3,1990.7,124.8,180,919,90,152
371,550.1,1996.8,125.2,178,913,89,152
372,550.6,2000.8,125.2,178,913,89,152
373,551.3,2006.8,125.2,178,913,89,152
374,552.1,2012.7,126.2,174,899,88,152
375,552.6,2016.8,126.2,174,899,88,153
376,553.3,2022.7,126.4,173,896,88,153
377,554.1,2028.6,126.4,173,896,88,153
378,554.6,2032.6,126.2,174,899,89,153
379,555.3,2038.6,126.2,174,899,89,153
380,556.1,2044.6,125.7,176,906,89,153
381,556.8,2050.5,126.8,172,890,87,153
382,557.3,2054.4,126.8,172,890,87,153
383,558.1,2060.3,126.8,172,890,87,153
384,558.8,2066.1,129.0,163,861,86,153
385,559.6,2071.9,128.4,165,869,87,153
386,560.1,2075.8,128.4,165,869,87,153
387,560.8,2081.7,128.4,165,869,87,153
388,561.6,2087.5,128.6,165,866,87,153
389,562.3,2093.5,126.6,172,893,90,153
390,562.8,2097.6,126.6,172,893,90,153
391,563.6,2103.8,126.6,172,893,90,153
392,564.1,2107.8,123.5,186,939,90,153
393,564.8,2113.7,123.5,186,939,90,154
394,565.6,2119.8,124.9,180,918,89,154
395,566.3,2125.7,126.1,175,900,88,154
396,566.9,2129.8,126.1,175,900,88,154
397,567.6,2135.6,126.1,175,900,88,154
398,568.4,2141.8,126.2,174,899,88,154
399,568.9,2145.7,126.2,174,899,88,154
400,569.6,2151.6,126.8,172,890,88,154
401,570.4,2157.6,126.8,172,890,88,155
402,571.1,2163.6,126.3,174,897,89,155
403,571.6,2167.5,126.3,174,897,89,155
404,572.4,2173.5,126.1,175,900,88,155
405,573.1,2179.4,126.1,175,900,88,155
406,573.6,2183.3,127.1,170,886,88,155
407,574.4,2189.2,127.1,170,886,88,155
408,575.1,2195.1,127.5,169,881,88,155
409,575.9,2200.9,127.5,169,881,88,155
410,576.4,2205.0,127.9,167,875,88,155
411,577.1,2210.9,127.9,167,875,88,154
412,577.9,2216.8,126.8,172,890,88,154
413,578.6,2222.7,127.8,168,877,87,154
414,579.1,2226.6,127.8,168,877,87,154
415,579.9,2232.3,127.8,168,877,87,154
416,580.6,2238.2,129.0,163,861,86,154
417,581.4,2244.0,129.0,163,861,86,154
418,581.9,2247.9,129.2,162,858,87,154
419,582.6,2253.9,129.2,162,858,87,153
420,583.4,2259.8,127.3,170,883,88,153
421,584.1,2265.6,127.9,167,875,87,153
422,584.6,2269.6,127.9,167,875,87,153
423,585.4,2275.4,127.9,167,875,87,153
424,586.1,2281.2,129.6,161,853,86,153
425,586.9,2286.9,129.6,161,853,86,152
426,587.4,2290.9,129.3,162,857,87,152
427,588.1,2296.7,129.3,162,857,87,152
428,588.9,2302.6,129.1,163,859,87,152
429,589.6,2308.5,129.1,163,859,87,151
430,590.1,2312.4,128.3,166,870,88,151
431,590.9,2318.3,128.3,166,870,88,151
432,591.6,2324.3,127.1,170,886,88,151
433,592.4,2330.2,127.3,170,883,88,151
434,592.9,2334.1,127.3,170,883,88,151
435,593.6,2340.0,127.3,170,883,88,151
436,594.4,2345.9,127.6,168,879,88,151
437,595.1,2351.8,127.5,169,881,88,151
438,595.6,2355.8,127.5,169,881,88,151
439,596.4,2361.7,127.5,169,881,88,151
440,597.1,2367.8,126.3,174,897,89,151
441,597.6,2371.7,126.3,174,897,89,152
442,598.4,2377.6,126.4,173,896,88,152
443,599.1,2383.6,126.4,173,896,88,152
444,599.9,2389.5,126.9,171,889,89,152
445,600.4,2393.5,126.9,171,889,89,152
446,601.1,2399.6,124.7,180,921,90,152
447,601.9,2405.5,125.7,176,906,88,152
448,602.4,2409.5,125.7,176,906,88,152
449,603.1,2415.3,125.7,176,906,88,152
450,603.9,2421.1,128.6,165,866,86,152
451,604.6,2426.8,128.6,165,866,86,152
452,605.1,2430.8,130.2,159,845,86,152
453,605.9,2436.6,130.2,159,845,86,152
454,606.6,2442.7,128.4,165,869,88,152
455,607.4,2448.5,128.4,165,869,88,152
456,607.9,2452.5,126.6,172,893,88,152
457,608.6,2458.3,126.6,172,893,88,152
458,609.4,2464.3,127.5,169,881,88,153
459,610.1,2470.2,126.8,172,890,88,153
460,610.6,2474.2,126.8,172,890,88,153
461,611.4,2480.1,126.8,172,890,88,153
462,612.1,2486.1,126.6,172,893,88,153
463,612.6,2490.1,126.6,172,893,88,153
464,613.4,2496.0,126.0,175,902,88,154
465,614.1,2502.0,126.0,175,902,88,154
466,614.9,2507.9,127.0,171,888,88,154
467,615.4,2511.8,127.0,171,888,88,154
468,616.1,2517.6,127.1,170,886,87,154
469,616.9,2523.5,127.1,170,886,87,154
470,617.6,2529.3,129.2,162,858,86,154
471,618.1,2533.1,129.2,162,858,86,154
472,618.9,2539.0,129.9,160,849,86,153
473,619.6,2544.9,129.9,160,849,86,153
474,620.4,2550.7,128.5,165,867,87,153
475,620.9,2554.5,128.5,165,867,87,153
476,621.6,2560.3,130.0,159,848,85,153
477,622.4,2565.9,130.0,159,848,85,153
478,623.1,2571.4,133.4,147,807,83,153
479,623.9,2577.0,133.4,147,807,83,153
480,624.6,2582.4,136.2,139,776,82,153
481,625.4,2588.1,136.2,139,776,82,153
482,626.1,2593.7,134.8,143,791,84,153
483,626.6,2597.6,134.8,143,791,84,153
484,627.4,2603.3,131.7,153,827,86,153
485,628.1,2609.1,131.7,153,827,86,153
486,628.9,2615.0,129.7,160,852,87,153
487,629.6,2620.8,129.1,163,859,87,153
488,630.1,2624.7,129.1,163,859,87,153
489,630.9,2630.5,129.1,163,859,87,153
490,631.6,2636.4,129.1,163,859,87,153
491,632.4,2642.1,129.1,163,859,87,153
492,632.9,2646.0,129.6,161,853,86,153
493,633.6,2651.7,129.6,161,853,86,153
494,634.4,2657.6,130.0,159,848,86,153
495,635.1,2663.3,130.0,159,848,86,153
496,635.9,2669.1,130.4,158,843,86,153
497,636.4,2672.9,130.4,158,843,86,153
498,637.1,2678.6,131.1,155,834,85,153
499,637.9,2684.4,131.1,155,834,85,153
500,638.6,2690.1,131.5,154,829,85,153
501,639.4,2695.7,131.5,154,829,85,153
502,640.1,2701.3,132.7,150,815,84,153
503,640.9,2707.0,133.5,147,806,84,153
504,641.4,2710.8,133.5,147,806,84,153
505,642.1,2716.4,133.5,147,806,84,153
506,642.9,2722.1,133.2,148,809,84,153
507,643.6,2727.8,133.2,148,809,84,153
508,644.4,2733.7,131.5,154,829,86,153
509,644.9,2737.6,131.5,154,829,86,153
510,645.6,2743.4,129.2,162,858,86,153
511,646.4,2749.3,129.2,162,858,86,152
512,647.1,2755.1,129.4,162,855,86,152
513,647.6,2759.0,129.4,162,855,86,152
514,648.4,2764.8,128.6,165,866,87,152
515,649.1,2770.8,128.6,165,866,87,152
516,649.9,2776.8,126.8,172,890,89,152
517,650.4,2780.9,126.8,172,890,89,152
518,651.1,2786.8,124.9,180,918,89,152
519,651.9,2792.9,124.9,180,918,89,152
520,652.4,2796.8,125.5,177,909,89,153
521,653.1,2802.8,125.5,177,909,89,153
522,653.9,2808.8,126.3,174,897,88,153
523,654.6,2814.6,127.6,168,879,87,153
524,655.1,2818.7,127.6,168,879,87,153
525,655.9,2824.6,127.6,168,879,87,153
526,656.6,2830.5,126.9,171,889,88,153
527,657.1,2834.5,126.9,171,889,88,153
528,657.9,2840.5,126.5,173,895,89,153
529,658.6,2846.6,126.5,173,895,89,153
530,659.1,2850.6,124.4,182,925,90,153
531,659.9,2856.7,124.4,182,925,90,153
532,660.6,2862.7,124.3,182,927,89,153
533,661.1,2866.6,124.3,182,927,89,153
534,661.9,2872.7,125.2,178,913,89,153
535,662.6,2878.7,125.2,178,913,89,153
536,663.1,2882.8,125.0,179,916,90,153
537,663.9,2888.9,125.0,179,916,90,153
538,664.6,2895.0,123.1,188,945,91,153
539,665.1,2898.9,123.1,188,945,91,153
540,665.9,2904.8,125.7,176,906,87,153
541,666.6,2910.5,125.7,176,906,87,153
542,667.4,2916.2,130.7,157,839,84,153
543,668.1,2921.8,130.7,157,839,84,153
544,668.9,2927.4,133.0,149,812,84,154
545,669.6,2933.0,133.9,146,801,83,154
546,670.1,2936.7,133.9,146,801,83,154
547,670.9,2942.3,133.9,146,801,83,154
548,671.6,2947.8,135.6,140,783,82,154
549,672.4,2953.3,135.6,140,783,82,154
550,673.1,2958.8,136.6,137,772,82,154
551,673.9,2964.3,136.6,137,772,82,154
552,674.6,2969.9,136.8,137,770,82,155
553,675.4,2975.5,136.8,137,770,82,155
554,676.1,2981.2,133.9,146,801,85,155
555,676.6,2985.0,133.9,146,801,85,155
556,677.4,2990.6,132.4,151,818,84,155
557,678.1,2996.3,132.4,151,818,84,155
558,678.9,3002.1,132.4,151,818,85,155
559,679.6,3007.9,132.4,151,818,85,156
560,680.4,3013.7,130.7,157,839,86,156
561,680.9,3017.6,130.7,157,839,86,156
562,681.6,3023.5,129.0,163,861,87,156
563,682.4,3029.4,129.0,163,861,87,156
564,683.1,3035.2,127.5,169,881,88,156
565,683.6,3039.2,127.5,169,881,88,156
566,684.4,3045.1,127.9,167,875,88,156
567,685.1,3051.0,127.9,167,875,88,156
568,685.6,3055.1,127.0,171,888,88,156
569,686.4,3061.0,127.0,171,888,88,156
570,687.1,3067.0,126.0,175,902,89,156
571,687.9,3072.6,126.0,175,902,89,156
572,688.6,3077.9,131.0,156,835,82,156
573,689.4,3082.9,131.0,156,835,82,156
574,690.1,3087.8,144.8,115,696,74,156
575,691.1,3094.0,144.8,115,696,74,156
576,692.1,3099.8,160.2,85,592,67,156
577,777.4,3105.2,599.5,2,305,17,124
578,778.4,3109.7,599.5,2,305,17,124
579,779.4,3115.2,599.5,2,305,57,124
580,780.4,3121.4,167.1,75,558,72,124
581,781.2,3126.5,167.1,75,558,72,124
582,781.9,3131.8,167.1,75,558,72,124
583,782.7,3137.0,146.8,111,680,78,124
584,783.4,3142.4,146.8,111,680,78,124
585,784.2,3147.9,140.6,126,733,80,124
586,784.9,3153.4,140.6,126,733,80,124
587,785.7,3159.0,136.7,137,771,82,123
588,786.4,3164.6,135.1,142,788,83,123
589,786.9,3168.3,135.1,142,788,83,123
590,787.7,3173.9,135.1,142,788,83,123
591,788.4,3179.4,135.0,142,789,83,123
592,789.2,3185.0,135.0,142,789,83,123
593,789.9,3190.7,134.4,144,796,84,123
594,790.7,3196.4,134.4,144,796,84,124
595,791.5,3202.1,132.5,150,817,85,124
596,792.0,3205.9,132.5,150,817,85,124
597,792.7,3211.7,131.8,153,826,85,125
598,793.4,3217.4,131.8,153,826,85,125
599,794.2,3223.1,131.3,155,832,85,125
600,794.9,3228.8,131.3,155,832,85,125
601,795.7,3234.6,131.8,153,826,85,125
602,796.2,3238.4,131.8,153,826,85,125
603,797.0,3244.3,130.6,157,840,86,125
604,797.7,3250.1,130.6,157,840,86,125
605,798.5,3256.0,128.9,163,862,87,125
606,799.0,3260.1,128.9,163,862,87,125
607,799.7,3266.1,125.7,176,906,90,125
608,800.5,3272.3,123.5,186,939,90,125
609,801.0,3276.3,123.5,186,939,90,125
610,801.7,3282.3,123.5,186,939,90,125
