Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
1,1.7,4.5,0.0,,,,77
2,3.0,9.2,0.0,,,39,78
3,4.3,15.2,268.3,18,362,51,79
4,5.0,19.2,268.3,18,362,51,79
5,6.0,25.1,196.7,46,458,67,80
6,6.8,29.8,196.7,46,458,67,81
7,7.5,34.8,164.4,79,571,77,82
8,8.3,40.0,164.4,79,571,77,83
9,9.0,45.2,148.1,108,670,82,83
10,9.5,48.8,148.1,108,670,82,84
11,10.3,54.3,141.0,125,729,86,85
12,11.0,59.9,141.0,125,729,86,85
13,11.8,65.4,137.2,136,766,88,86
14,12.3,69.1,137.2,136,766,88,87
15,13.0,74.7,135.4,141,785,89,87
16,13.8,80.3,135.4,141,785,89,87
17,14.3,84.1,133.9,146,801,90,88
18,15.0,89.8,133.9,146,801,90,88
19,15.8,95.6,131.5,154,829,91,89
20,16.3,99.5,131.5,154,829,91,89
21,17.0,105.3,130.5,157,841,92,89
22,17.8,111.0,129.8,160,850,92,90
23,18.3,114.9,129.8,160,850,92,91
24,19.0,120.7,129.8,160,850,92,91
25,19.5,124.5,130.4,158,843,92,92
26,20.3,130.3,130.4,158,843,92,93
27,21.0,136.2,130.2,159,845,92,93
28,21.6,140.0,130.2,159,845,92,94
29,22.3,145.8,129.5,161,854,92,95
30,22.8,149.7,129.5,161,854,92,95
31,23.6,155.5,129.9,160,849,91,97
32,24.3,161.3,129.9,160,849,91,97
33,24.8,165.2,129.5,161,854,92,98
34,25.5,170.9,129.5,161,854,92,99
35,26.3,176.7,130.0,159,848,91,100
36,26.8,180.6,130.0,159,848,91,100
37,27.5,186.3,130.1,159,847,91,101
38,28.0,190.2,130.1,159,847,91,101
39,28.8,196.0,130.3,158,844,91,101
40,29.5,201.7,130.9,156,837,90,101
41,30.0,205.5,130.9,156,837,90,101
42,30.8,211.1,130.9,156,837,90,102
43,31.5,216.8,133.0,149,812,89,103
44,32.0,220.5,133.0,149,812,89,103
45,32.8,226.1,134.4,144,796,88,103
46,33.5,231.7,134.4,144,796,88,103
47,34.3,237.3,135.3,141,786,87,103
48,34.8,240.9,135.3,141,786,87,104
49,35.5,246.6,134.1,145,799,90,105
50,36.3,252.2,134.1,145,799,88,105
51,36.8,256.0,134.1,145,799,88,105
52,37.5,261.5,134.1,145,799,88,105
53,38.3,267.2,134.2,145,798,90,106
54,38.8,271.0,134.2,145,798,90,106
55,39.5,276.6,133.3,148,808,89,106
56,40.3,282.2,133.3,148,808,89,107
57,40.8,286.0,133.9,146,801,89,107
58,41.6,291.7,133.9,146,801,89,107
59,42.3,297.4,133.2,148,809,90,108
60,42.8,301.2,133.2,148,809,90,108
61,43.6,306.9,131.8,153,826,91,108
62,44.3,312.6,131.8,153,826,91,108
63,44.8,316.5,131.1,155,834,91,108
64,45.6,322.4,131.1,155,834,91,109
65,46.1,326.3,129.9,160,849,92,109
66,46.8,332.0,129.9,160,849,92,109
67,47.6,337.8,130.0,159,848,92,110
68,48.1,341.6,130.0,159,848,92,110
69,48.8,347.4,130.2,159,845,92,110
70,49.3,351.4,130.2,159,845,92,110
71,50.1,357.3,129.0,163,861,93,110
72,50.8,363.1,129.0,163,861,93,111
73,51.3,366.9,128.5,165,867,92,112
74,52.1,372.7,128.5,165,867,92,112
75,52.8,378.4,130.3,158,844,91,113
76,53.3,382.3,130.3,158,844,91,114
77,54.1,388.0,131.2,155,833,90,114
78,54.6,391.7,131.2,155,833,90,115
79,55.3,397.6,131.2,155,833,91,115
80,56.1,403.4,131.2,155,833,91,115
81,56.6,407.2,129.8,160,850,91,117
82,57.3,413.0,129.8,160,850,91,117
83,58.1,418.6,130.9,156,837,90,117
84,58.6,422.5,130.9,156,837,90,118
85,59.3,428.3,130.6,157,840,92,118
86,59.8,432.2,130.6,157,840,92,118
87,60.6,438.0,129.6,161,853,91,119
88,61.3,443.7,129.6,161,853,91,119
89,61.8,447.4,131.7,153,827,89,119
90,62.6,453.0,131.7,153,827,89,119
91,63.3,458.6,134.4,144,796,88,119
92,63.8,462.4,134.4,144,796,88,119
93,64.6,468.0,133.6,147,805,90,120
94,65.3,473.8,133.6,147,805,90,120
95,65.8,477.6,131.5,154,829,90,120
96,66.6,483.4,131.5,154,829,90,120
97,67.3,489.1,131.4,154,830,91,120
98,67.8,493.0,131.4,154,830,91,120
99,68.6,498.6,131.3,155,832,90,120
100,69.3,504.5,129.7,160,852,93,120
101,69.8,508.4,129.7,160,852,93,120
102,70.6,514.1,129.7,160,852,93,120
103,71.1,518.0,130.3,158,844,92,120
104,71.8,523.7,130.3,158,844,92,120
105,72.6,529.7,130.4,158,843,92,119
106,73.1,533.6,130.4,158,843,92,119
107,73.8,539.4,127.5,169,881,90,119
108,74.6,545.2,127.5,169,881,90,119
109,75.1,549.1,129.0,163,861,90,119
110,75.8,555.0,129.0,163,861,90,119
111,76.6,560.8,129.4,162,855,90,119
112,77.1,564.7,129.4,162,855,90,119
113,77.8,570.6,128.2,166,871,91,119
114,78.6,576.4,128.2,166,871,91,119
115,79.1,580.3,128.6,165,866,90,119
116,79.8,586.2,128.6,165,866,90,119
117,80.6,592.0,128.6,165,866,90,119
118,81.1,595.9,128.6,165,866,90,119
119,81.8,601.9,128.8,164,863,92,119
120,82.6,607.8,126.3,174,897,92,119
121,83.1,611.7,126.3,174,897,92,119
122,83.8,617.7,126.3,174,897,92,120
123,84.6,623.5,128.0,167,874,90,120
124,85.1,627.3,128.0,167,874,90,120
125,85.8,633.2,129.0,163,861,89,121
126,86.6,639.0,128.2,166,871,89,121
127,87.1,643.0,128.2,166,871,89,121
128,87.8,649.0,128.2,166,871,89,121
129,88.3,653.1,125.6,177,907,92,121
130,89.1,659.1,125.6,177,907,92,121
131,89.8,665.2,124.6,181,922,92,122
132,90.3,669.1,124.6,181,922,92,122
133,91.1,675.2,124.7,180,921,91,122
134,91.8,681.1,124.7,180,921,91,122
135,92.3,685.1,125.8,176,905,90,122
136,93.1,691.0,125.8,176,905,90,122
137,93.8,696.8,127.7,168,878,89,122
138,94.3,700.8,127.7,168,878,89,122
139,95.1,706.6,128.3,166,870,89,122
140,95.8,712.6,128.3,166,870,89,122
141,96.3,716.5,128.2,166,871,90,123
142,97.1,722.3,128.2,166,871,90,123
143,97.8,728.3,127.6,168,879,89,123
144,98.3,732.2,127.6,168,879,89,123
145,99.1,738.1,126.9,171,889,90,123
146,99.8,744.0,126.9,171,889,90,123
147,100.6,749.7,128.5,165,867,88,124
148,101.1,753.7,128.5,165,867,88,124
149,101.8,759.6,128.5,165,867,90,124
150,102.6,765.4,128.5,165,867,90,125
151,103.1,769.4,127.8,168,877,89,125
152,103.8,775.2,127.8,168,877,89,125
153,104.6,780.9,129.5,161,854,87,125
154,105.3,786.8,130.5,157,841,88,125
155,105.8,790.7,130.5,157,841,88,125
156,106.6,796.8,130.5,157,841,88,125
157,107.3,802.7,126.1,175,900,90,126
158,107.8,806.5,126.1,175,900,90,126
159,108.6,812.5,128.0,167,874,88,126
160,109.3,818.3,128.0,167,874,88,126
161,109.8,822.1,128.7,164,865,88,126
162,110.6,828.1,128.7,164,865,88,127
163,111.3,834.0,127.9,167,875,89,127
164,111.8,837.9,127.9,167,875,89,127
165,112.6,843.8,127.5,169,881,89,127
166,113.3,849.6,127.5,169,881,89,127
167,113.8,853.6,128.3,166,870,89,127
168,114.6,859.5,128.3,166,870,89,127
169,115.3,865.6,126.4,173,896,91,127
170,115.8,869.5,126.4,173,896,91,127
171,116.6,875.4,126.9,171,889,89,127
172,117.3,881.2,126.9,171,889,89,127
173,118.1,887.1,128.8,164,863,88,127
174,118.6,891.1,128.8,164,863,88,128
175,119.3,897.0,126.7,172,892,90,128
176,120.1,902.9,127.0,171,888,89,128
177,120.6,906.8,127.0,171,888,89,128
178,121.3,912.6,127.0,171,888,89,128
179,122.1,918.4,128.7,164,865,88,128
180,122.6,922.3,128.7,164,865,88,128
181,123.3,928.1,129.7,160,852,88,128
182,124.1,933.9,129.7,160,852,88,128
183,124.8,939.9,129.5,161,854,89,129
184,125.3,943.8,129.5,161,854,89,129
185,126.1,949.7,127.6,168,879,89,129
186,126.8,955.6,127.1,170,886,90,129
187,127.3,959.6,127.1,170,886,90,129
188,128.1,965.5,127.1,170,886,90,129
189,128.8,971.3,127.3,170,883,89,129
190,129.3,975.2,127.3,170,883,89,129
191,130.1,981.0,129.4,162,855,88,129
192,130.8,986.7,129.4,162,855,88,129
193,131.6,992.4,130.5,157,841,87,129
194,132.1,996.3,130.5,157,841,87,129
195,132.8,1002.0,131.5,154,829,87,129
196,133.6,1007.8,131.5,154,829,87,129
197,134.3,1013.7,130.1,159,847,89,129
198,134.8,1017.6,130.1,159,847,89,129
